요금제명,입실,퇴실,이용,위치,금액,구분,고객
한국대생 무제한 입장권,2022-03-28 11:15,2022-03-28 12:33,오전 1:18:00,선불기2,7900,퇴실,customer517166
한국대생 무제한 입장권,2022-03-28 11:15,2022-03-28 12:33,오전 1:18:00,선불기2,7900,퇴실,customer517166
시간요금제(1시간),2022-03-28 10:22,2022-03-28 11:58,오전 1:36:00,선불기2,3000,퇴실,customer624278
기간권,2022-03-28 8:55,2022-03-28 18:03,오전 9:08:00,선불기2,0,퇴실,customer392176
심야-조조무제한,2022-03-27 22:48,2022-03-28 1:09,오전 2:21:00,선불기2,6000,퇴실,customer289563
심야-조조무제한,2022-03-27 22:48,2022-03-28 1:09,오전 2:21:00,선불기2,6000,퇴실,customer477453
심야-조조무제한,2022-03-27 22:16,2022-03-28 1:08,오전 2:52:00,선불기2,6000,퇴실,customer296454
기간권,2022-03-27 21:59,2022-03-27 22:00,오전 12:01:00,선불기2,0,퇴실,customer396031
한국대생 무제한 입장권,2022-03-27 21:28,2022-03-28 1:17,오전 3:49:00,선불기2,8400,퇴실,customer241606
한국대생 무제한 입장권,2022-03-27 21:27,2022-03-28 1:16,오전 3:49:00,선불기2,6400,퇴실,customer849253
한국대생 무제한 입장권,2022-03-27 21:27,2022-03-28 1:16,오전 3:49:00,선불기2,7900,퇴실,customer852776
한국대생 무제한 입장권,2022-03-27 21:24,2022-03-28 1:16,오전 3:52:00,선불기2,6400,퇴실,customer327586
시간권,2022-03-27 19:42,2022-03-27 20:36,오전 12:54:00,선불기2,0,퇴실,customer517629
한국대생 무제한 입장권,2022-03-27 18:20,2022-03-27 20:45,오전 2:25:00,선불기2,7400,퇴실,customer857268
무제한 입장권,2022-03-27 18:20,2022-03-27 20:45,오전 2:25:00,선불기2,8900,퇴실,customer857268
기간권,2022-03-27 17:50,2022-03-27 21:59,오전 4:08:00,선불기2,0,퇴실,customer396031
한국대생 무제한 입장권,2022-03-27 17:18,2022-03-27 19:52,오전 2:34:00,선불기2,6900,퇴실,customer294132
무제한 입장권,2022-03-27 17:17,2022-03-27 20:47,오전 3:30:00,선불기2,8900,퇴실,customer680563
무제한 입장권,2022-03-27 17:17,2022-03-27 20:47,오전 3:30:00,선불기2,8600,퇴실,customer680563
시간요금제(1시간),2022-03-27 16:56,2022-03-27 18:51,오전 1:55:00,선불기2,3000,퇴실,customer579767
시간요금제(1시간),2022-03-27 16:56,2022-03-27 18:51,오전 1:55:00,선불기2,3000,퇴실,customer579767
시간요금제(1시간),2022-03-27 16:56,2022-03-27 18:51,오전 1:55:00,선불기2,3000,퇴실,customer579767
시간요금제(1시간),2022-03-27 16:56,2022-03-27 18:51,오전 1:55:00,선불기2,3000,퇴실,customer579767
한국대생 무제한 입장권,2022-03-27 16:55,2022-03-27 21:24,오전 4:29:00,선불기2,6900,퇴실,customer962860
기간권,2022-03-27 16:48,2022-03-28 0:30,오전 7:42:00,선불기2,0,퇴실,customer490993
시간요금제(3시간),2022-03-27 16:48,2022-03-27 18:07,오전 1:19:00,선불기2,8000,퇴실,customer713599
시간요금제(3시간),2022-03-27 16:48,2022-03-27 18:07,오전 1:19:00,선불기2,8000,퇴실,customer713599
무제한 입장권,2022-03-27 16:19,2022-03-28 6:17,오후 1:58:00,선불기2,8900,퇴실,customer847542
한국대생 무제한 입장권,2022-03-27 15:48,2022-03-27 16:36,오전 12:48:00,선불기2,8400,퇴실,customer640783
한국대생 무제한 입장권,2022-03-27 15:47,2022-03-27 19:40,오전 3:53:00,선불기2,6900,퇴실,customer427474
한국대생 무제한 입장권,2022-03-27 15:46,2022-03-27 19:40,오전 3:54:00,선불기2,7400,퇴실,customer911896
한국대생 무제한 입장권,2022-03-27 14:24,2022-03-27 18:57,오전 4:33:00,선불기2,7400,퇴실,customer218183
시간요금제(1시간),2022-03-27 14:19,2022-03-27 15:12,오전 12:53:00,선불기2,3000,퇴실,customer886923
시간요금제(1시간),2022-03-27 14:18,2022-03-27 15:12,오전 12:53:00,선불기2,3000,퇴실,customer899412
시간요금제(1시간),2022-03-27 14:17,2022-03-27 15:12,오전 12:55:00,선불기2,3000,퇴실,customer393921
시간요금제(3시간),2022-03-27 14:13,2022-03-27 17:00,오전 2:47:00,선불기2,8000,퇴실,customer429066
시간요금제(3시간),2022-03-27 14:13,2022-03-27 17:00,오전 2:47:00,선불기2,8000,퇴실,customer429066
한국대생 무제한 입장권,2022-03-27 14:09,2022-03-27 22:14,오전 8:05:00,선불기2,6900,퇴실,customer715620
한국대생 무제한 입장권,2022-03-27 14:09,2022-03-27 22:14,오전 8:05:00,선불기2,7400,퇴실,customer715620
무제한 입장권,2022-03-27 13:53,2022-03-27 17:46,오전 3:53:00,선불기2,7400,퇴실,customer333159
무제한 입장권,2022-03-27 13:53,2022-03-27 17:46,오전 3:53:00,선불기2,8400,퇴실,customer333159
무제한 입장권,2022-03-27 13:53,2022-03-27 17:46,오전 3:53:00,선불기2,8400,퇴실,customer333159
무제한 입장권,2022-03-27 13:44,2022-03-27 16:33,오전 2:49:00,선불기2,7400,퇴실,customer714312
무제한 입장권,2022-03-27 13:44,2022-03-27 16:33,오전 2:49:00,선불기2,7400,퇴실,customer714312
무제한 입장권,2022-03-27 13:38,2022-03-27 17:49,오전 4:11:00,선불기2,7900,퇴실,customer310248
무제한 입장권,2022-03-27 13:38,2022-03-27 17:49,오전 4:11:00,선불기2,8400,퇴실,customer310248
무제한 입장권,2022-03-27 13:24,2022-03-27 20:29,오전 7:05:00,선불기2,7400,퇴실,customer501329
한국대생 무제한 입장권,2022-03-27 12:52,2022-03-27 18:00,오전 5:08:00,선불기2,6400,퇴실,customer898457
한국대생 무제한 입장권,2022-03-27 12:52,2022-03-27 18:00,오전 5:08:00,선불기2,6400,퇴실,customer898457
무제한 입장권,2022-03-27 11:51,2022-03-27 20:52,오전 9:01:00,선불기2,6900,퇴실,customer920430
무제한 입장권,2022-03-27 11:50,2022-03-27 20:52,오전 9:02:00,선불기2,7900,퇴실,customer557108
무제한 입장권,2022-03-27 10:54,2022-03-27 17:56,오전 7:02:00,선불기2,7900,퇴실,customer675297
무제한 입장권,2022-03-27 10:54,2022-03-27 17:56,오전 7:02:00,선불기2,7900,퇴실,customer675297
기간권,2022-03-27 9:57,2022-03-27 16:59,오전 7:02:00,선불기2,0,퇴실,customer897995
심야-조조무제한,2022-03-27 8:41,2022-03-27 10:27,오전 1:46:00,선불기2,6000,퇴실,customer368549
심야-조조무제한,2022-03-27 6:21,2022-03-27 8:29,오전 2:08:00,선불기2,6000,퇴실,customer953079
심야-조조무제한,2022-03-27 6:21,2022-03-27 8:29,오전 2:08:00,선불기2,6000,퇴실,customer953079
심야-조조무제한,2022-03-27 6:21,2022-03-27 8:29,오전 2:08:00,선불기2,6000,퇴실,customer953079
심야-조조무제한,2022-03-26 23:19,2022-03-27 3:06,오전 3:47:00,선불기2,6000,퇴실,customer201350
심야-조조무제한,2022-03-26 22:45,2022-03-27 1:54,오전 3:09:00,선불기2,6000,퇴실,customer859793
심야-조조무제한,2022-03-26 22:45,2022-03-27 1:54,오전 3:09:00,선불기2,6000,퇴실,customer859793
심야-조조무제한,2022-03-26 22:45,2022-03-27 3:06,오전 4:21:00,선불기2,6000,퇴실,customer901655
심야-조조무제한,2022-03-26 22:39,2022-03-27 0:28,오전 1:49:00,선불기2,6000,퇴실,customer627830
심야-조조무제한,2022-03-26 22:39,2022-03-27 0:28,오전 1:49:00,선불기2,6000,퇴실,customer627830
기간권,2022-03-26 22:13,2022-03-26 22:13,오전 12:00:00,선불기1,0,퇴실,customer396031
한국대생 무제한 입장권,2022-03-26 20:43,2022-03-27 1:11,오전 4:28:00,선불기2,6900,퇴실,customer640104
한국대생 무제한 입장권,2022-03-26 20:43,2022-03-27 1:11,오전 4:28:00,선불기2,7400,퇴실,customer640104
한국대생 무제한 입장권,2022-03-26 20:43,2022-03-27 1:11,오전 4:28:00,선불기2,7400,퇴실,customer640104
한국대생 무제한 입장권,2022-03-26 20:38,2022-03-27 0:40,오전 2:17:00,선불기2,8400,퇴실,customer634802
,2022-03-26 20:38,2022-03-26 22:55,오전 2:17:00,선불기2,0,퇴실,customer634802
한국대생 무제한 입장권,2022-03-26 20:38,2022-03-27 0:40,오전 4:02:00,선불기2,8400,퇴실,customer634802
한국대생 무제한 입장권,2022-03-26 20:31,2022-03-27 0:10,오전 3:39:00,선불기2,6900,퇴실,customer826963
한국대생 무제한 입장권,2022-03-26 20:31,2022-03-26 23:57,오전 3:26:00,선불기2,6900,퇴실,customer493948
한국대생 무제한 입장권,2022-03-26 20:30,2022-03-26 22:01,오전 1:31:00,선불기2,6900,퇴실,customer293254
무제한 입장권,2022-03-26 20:17,2022-03-26 23:26,오전 3:09:00,선불기2,7400,퇴실,customer552172
무제한 입장권,2022-03-26 20:17,2022-03-26 23:26,오전 3:09:00,선불기2,6900,퇴실,customer552172
무제한 입장권,2022-03-26 18:46,2022-03-26 21:36,오전 2:50:00,선불기2,6900,퇴실,customer945783
한국대생 무제한 입장권,2022-03-26 18:46,2022-03-26 21:36,오전 2:50:00,선불기2,6400,퇴실,customer652767
무제한 입장권,2022-03-26 18:26,2022-03-26 20:49,오전 2:23:00,선불기2,7400,퇴실,customer370787
무제한 입장권,2022-03-26 18:26,2022-03-26 20:49,오전 2:23:00,선불기2,7400,퇴실,customer370787
한국대생 무제한 입장권,2022-03-26 16:54,2022-03-26 17:29,오전 12:35:00,선불기2,6400,퇴실,customer908193
한국대생 무제한 입장권,2022-03-26 16:50,2022-03-26 19:28,오전 2:38:00,선불기2,7400,퇴실,customer994026
한국대생 무제한 입장권,2022-03-26 16:50,2022-03-26 19:28,오전 2:38:00,선불기2,6900,퇴실,customer994026
기간권,2022-03-26 16:39,2022-03-27 1:29,오전 8:50:00,선불기2,0,퇴실,customer490993
시간요금제(1시간),2022-03-26 16:06,2022-03-26 17:21,오전 1:15:00,선불기2,3000,퇴실,customer754041
시간요금제(1시간),2022-03-26 16:06,2022-03-26 17:21,오전 1:15:00,선불기2,3000,퇴실,customer754041
무제한 입장권,2022-03-26 15:33,2022-03-26 18:23,오전 2:50:00,선불기2,7900,퇴실,customer239354
무제한 입장권,2022-03-26 15:33,2022-03-26 18:23,오전 2:50:00,선불기2,8900,퇴실,customer239354
무제한 입장권,2022-03-26 15:05,2022-03-26 18:26,오전 3:21:00,선불기2,6900,퇴실,customer667586
무제한 입장권,2022-03-26 15:05,2022-03-26 18:26,오전 3:21:00,선불기2,6900,퇴실,customer667586
한국대생 무제한 입장권,2022-03-26 14:17,2022-03-26 17:29,오전 3:12:00,선불기2,7900,퇴실,customer216111
한국대생 무제한 입장권,2022-03-26 14:17,2022-03-26 17:29,오전 3:12:00,선불기2,6900,퇴실,customer216111
무제한 입장권,2022-03-26 14:03,2022-03-26 17:57,오전 3:54:00,선불기2,7900,퇴실,customer580407
무제한 입장권,2022-03-26 14:03,2022-03-26 17:57,오전 3:54:00,선불기2,7900,퇴실,customer580407
한국대생 무제한 입장권,2022-03-26 13:42,2022-03-26 19:00,오전 5:18:00,선불기2,8400,퇴실,customer623443
한국대생 무제한 입장권,2022-03-26 13:42,2022-03-26 19:00,오전 5:18:00,선불기2,8400,퇴실,customer623443
한국대생 무제한 입장권,2022-03-26 13:20,2022-03-26 17:05,오전 3:45:00,선불기2,7900,퇴실,customer439396
무제한 입장권,2022-03-26 13:06,2022-03-26 18:22,오전 5:16:00,선불기2,7400,퇴실,customer414895
무제한 입장권,2022-03-26 13:06,2022-03-26 18:22,오전 5:16:00,선불기2,7900,퇴실,customer414895
기간권,2022-03-26 12:59,2022-03-26 17:04,오전 4:05:00,선불기2,0,퇴실,customer727650
시간요금제(1시간),2022-03-26 11:50,2022-03-26 14:11,오전 2:20:00,선불기2,3000,퇴실,customer484215
무제한 입장권,2022-03-26 10:51,2022-03-26 12:06,오전 1:15:00,선불기2,7400,퇴실,customer228050
기간권,2022-03-26 9:59,2022-03-26 17:03,오전 7:04:00,선불기2,0,퇴실,customer897995
심야-조조무제한,2022-03-26 4:33,2022-03-26 10:41,오전 6:08:00,선불기2,6000,퇴실,customer272299
심야-조조무제한,2022-03-26 4:33,2022-03-26 10:41,오전 6:08:00,선불기2,6000,퇴실,customer272299
심야-조조무제한,2022-03-26 4:33,2022-03-26 10:41,오전 6:08:00,선불기2,6000,퇴실,customer272299
,2022-03-26 4:33,2022-03-26 6:04,오전 1:30:00,선불기2,0,퇴실,customer272299
심야-조조무제한,2022-03-26 4:33,2022-03-26 10:41,오전 1:30:00,선불기2,6000,퇴실,customer272299
심야-조조무제한,2022-03-26 2:31,2022-03-26 5:25,오전 2:54:00,선불기2,6000,퇴실,customer828961
심야-조조무제한,2022-03-26 2:31,2022-03-26 5:25,오전 2:54:00,선불기2,6000,퇴실,customer828961
심야-조조무제한,2022-03-25 23:00,2022-03-26 2:31,오전 3:31:00,선불기2,6000,퇴실,customer744099
심야-조조무제한,2022-03-25 22:59,2022-03-26 2:31,오전 3:32:00,선불기2,6000,퇴실,customer656503
심야-조조무제한,2022-03-25 22:59,2022-03-26 2:31,오전 3:32:00,선불기2,6000,퇴실,customer511950
시간요금제(3시간),2022-03-25 20:07,2022-03-25 23:03,오전 2:56:00,선불기2,8000,퇴실,customer230179
시간요금제(3시간),2022-03-25 20:07,2022-03-25 23:03,오전 2:56:00,선불기2,8000,퇴실,customer230179
한국대생 무제한 입장권,2022-03-25 18:12,2022-03-25 20:33,오전 2:21:00,선불기2,7400,퇴실,customer550978
한국대생 무제한 입장권,2022-03-25 18:12,2022-03-25 20:33,오전 2:21:00,선불기2,7900,퇴실,customer550978
기간권,2022-03-25 17:58,2022-03-26 2:00,오전 8:02:00,선불기2,0,퇴실,customer300766
한국대생 무제한 입장권,2022-03-25 17:44,2022-03-25 20:03,오전 2:19:00,선불기2,6900,퇴실,customer303239
한국대생 무제한 입장권,2022-03-25 17:44,2022-03-25 20:03,오전 2:19:00,선불기2,6400,퇴실,customer303239
기간권,2022-03-25 17:12,2022-03-25 17:52,오전 12:40:00,선불기2,0,퇴실,customer475199
한국대생 무제한 입장권,2022-03-25 16:59,2022-03-25 19:33,오전 2:34:00,선불기2,8400,퇴실,customer862814
한국대생 무제한 입장권,2022-03-25 16:58,2022-03-25 19:32,오전 2:34:00,선불기2,6900,퇴실,customer300202
한국대생 무제한 입장권,2022-03-25 16:50,2022-03-25 21:15,오전 4:25:00,선불기2,8400,퇴실,customer286169
한국대생 무제한 입장권,2022-03-25 16:50,2022-03-25 21:15,오전 4:25:00,선불기2,8400,퇴실,customer531239
무제한 입장권,2022-03-25 16:45,2022-03-25 19:26,오전 2:41:00,선불기2,8400,퇴실,customer670546
무제한 입장권,2022-03-25 16:45,2022-03-25 19:26,오전 2:41:00,선불기2,6900,퇴실,customer670546
시간요금제(1시간),2022-03-25 16:03,2022-03-25 17:20,오전 1:16:00,선불기2,3000,퇴실,customer645418
시간요금제(1시간),2022-03-25 16:03,2022-03-25 17:20,오전 1:16:00,선불기2,3000,퇴실,customer645418
시간요금제(1시간),2022-03-25 16:02,2022-03-25 17:19,오전 1:17:00,선불기2,3000,퇴실,customer873304
시간요금제(1시간),2022-03-25 16:02,2022-03-25 17:18,오전 1:16:00,선불기2,3000,퇴실,customer881743
무제한 입장권,2022-03-25 15:13,2022-03-25 18:39,오전 3:26:00,선불기2,8900,퇴실,customer397103
무제한 입장권,2022-03-25 15:13,2022-03-25 18:39,오전 3:26:00,선불기2,8900,퇴실,customer397103
무제한 입장권,2022-03-25 15:13,2022-03-25 18:39,오전 3:26:00,선불기2,7400,퇴실,customer397103
한국대생 무제한 입장권,2022-03-25 15:08,2022-03-25 18:14,오전 3:06:00,선불기2,6400,퇴실,customer965188
한국대생 무제한 입장권,2022-03-25 15:08,2022-03-25 18:14,오전 3:06:00,선불기2,6400,퇴실,customer965188
한국대생 무제한 입장권,2022-03-25 15:07,2022-03-25 19:33,오전 4:26:00,선불기2,8400,퇴실,customer631718
한국대생 무제한 입장권,2022-03-25 14:26,2022-03-25 21:11,오전 6:45:00,선불기2,7400,퇴실,customer976580
한국대생 무제한 입장권,2022-03-25 14:25,2022-03-25 21:10,오전 6:45:00,선불기2,7400,퇴실,customer222978
한국대생 무제한 입장권,2022-03-25 14:25,2022-03-25 21:10,오전 6:45:00,선불기2,7900,퇴실,customer287186
한국대생 무제한 입장권,2022-03-25 13:56,2022-03-25 18:39,오전 4:43:00,선불기2,6400,퇴실,customer278888
한국대생 무제한 입장권,2022-03-25 13:55,2022-03-25 18:40,오전 4:45:00,선불기2,6400,퇴실,customer289201
한국대생 무제한 입장권,2022-03-25 13:16,2022-03-25 18:04,오전 4:48:00,선불기2,7400,퇴실,customer659667
한국대생 무제한 입장권,2022-03-25 13:16,2022-03-25 18:04,오전 4:48:00,선불기2,6900,퇴실,customer659667
한국대생 무제한 입장권,2022-03-25 13:13,2022-03-25 15:19,오전 2:06:00,선불기2,7900,퇴실,customer621953
한국대생 무제한 입장권,2022-03-25 13:06,2022-03-25 14:35,오전 1:29:00,선불기2,8400,퇴실,customer469180
한국대생 무제한 입장권,2022-03-25 13:04,2022-03-25 15:39,오전 2:35:00,선불기2,7400,퇴실,customer440879
한국대생 무제한 입장권,2022-03-25 12:37,2022-03-25 15:27,오전 2:50:00,선불기2,6900,퇴실,customer803210
한국대생 무제한 입장권,2022-03-25 12:37,2022-03-25 15:27,오전 2:50:00,선불기2,6900,퇴실,customer803210
시간요금제(1시간),2022-03-25 12:27,2022-03-25 13:03,오전 12:36:00,선불기2,3000,퇴실,customer404733
시간요금제(1시간),2022-03-25 11:55,2022-03-25 13:03,오전 1:07:00,선불기2,3000,퇴실,customer632726
한국대생 무제한 입장권,2022-03-25 11:54,2022-03-25 13:02,오전 1:08:00,선불기2,7900,퇴실,customer473482
시간요금제(1시간),2022-03-25 11:53,2022-03-25 13:02,오전 1:09:00,선불기2,3000,퇴실,customer420638
기간권,2022-03-25 8:57,2022-03-25 18:05,오전 9:08:00,선불기2,0,퇴실,customer392176
시간요금제(1시간),2022-03-25 0:07,2022-03-25 1:28,오전 1:20:00,선불기2,3000,퇴실,customer497101
한국대생 무제한 입장권,2022-03-24 21:11,2022-03-24 21:55,오전 12:44:00,선불기2,8400,퇴실,customer295188
한국대생 무제한 입장권,2022-03-24 21:10,2022-03-24 23:36,오전 2:26:00,선불기2,7900,퇴실,customer627830
한국대생 무제한 입장권,2022-03-24 21:09,2022-03-24 23:35,오전 2:26:00,선불기2,7400,퇴실,customer270940
무제한 입장권,2022-03-24 19:26,2022-03-24 22:59,오전 3:33:00,선불기2,6900,퇴실,customer261171
한국대생 무제한 입장권,2022-03-24 19:16,2022-03-24 23:28,오전 4:12:00,선불기2,6400,퇴실,customer673301
한국대생 무제한 입장권,2022-03-24 19:16,2022-03-24 23:28,오전 4:12:00,선불기2,6400,퇴실,customer673301
한국대생 무제한 입장권,2022-03-24 18:32,2022-03-24 23:55,오전 5:23:00,선불기2,6400,퇴실,customer903463
시간요금제(1시간),2022-03-24 18:26,2022-03-24 19:25,오전 12:59:00,선불기1,3000,퇴실,customer884784
무제한 입장권,2022-03-24 18:23,2022-03-24 22:59,오전 4:36:00,선불기2,8900,퇴실,customer760544
